ignore if not empty;modname;modurl;dependencies;Tags;Modpack;Notes;edited;moddesc;ModDB URL;Forum URL;imported
;aviator;https://github.com/berengma/aviator;default ;;;;;[Aviator] Adds a craftable node to grant fly priv in an area around it.;https://content.minetest.net/packages/Gundul/aviator/;https://forum.minetest.net/viewtopic.php?t=16661;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;laptop_pc1;https://github.com/Gerold55/PCPack1;laptop ;;;;;[Laptop PC Pack 1] This is an addition to the laptop mod.;https://content.minetest.net/packages/GamingAssociation39/laptop_pc1/;https://forum.minetest.net/viewtopic.php?t=19097;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;multihome;https://github.com/octacian/multihome;;;;;;[MultiHome] Allows setting a configurable number of home points in a world.;https://content.minetest.net/packages/octacian/multihome/;https://forum.minetest.net/viewtopic.php?t=17587;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;cblocks;https://notabug.org/tenplus1/cblocks;default ;;;;;[Cblocks] Adds coloured wood, glass and stone blocks.;https://content.minetest.net/packages/TenPlus1/cblocks/;https://forum.minetest.net/viewtopic.php?t=13303;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;fireflies;https://github.com/Ezhh/fireflies;default vessels ;;;;;[Fireflies] Adds fireflies which can be caught in a net and placed in bottles for lighting.;https://content.minetest.net/packages/Shara/fireflies/;https://forum.minetest.net/viewtopic.php?t=19489;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;time_travel;https://git.minetest.land/Red_King_Cyclops/time_travel;mobs multidimensions paleotest default ;;;;;[Time Travel] Adds in a craftable time machine that can be used to time travel to different time periods of Earth's history.;https://content.minetest.net/packages/Red_King_Cyclops/time_travel/;https://forum.minetest.net/viewtopic.php?t=23050;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;nc_skyrealm;https://gitlab.com/sztest/nc_skyrealm;nc_api_all nc_concrete nc_fire nc_lode nc_lux nc_sponge nc_terrain nc_tree ;;;;;[SkyRealm for NodeCore] SkyBlocks inside vanilla NodeCore.;https://content.minetest.net/packages/Warr1024/nc_skyrealm/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;street_signs;https://gitlab.com/VanessaE/street_signs;default ;;;;;[Street Signs] Road signs galore!;https://content.minetest.net/packages/VanessaE/street_signs/;https://forum.minetest.net/viewtopic.php?t=20866;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;invisibility;https://notabug.org/tenplus1/invisibility;flowers vessels default ;;;;;[Invisibility Potion] Craft a potion to make yourself invisible;https://content.minetest.net/packages/TenPlus1/invisibility/;https://forum.minetest.net/viewtopic.php?t=14846;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;moresnow;https://github.com/Sokomine/moresnow;default ;;;;;[More Snow] snow and wool for stairs - nicer winter landscape and snow-covered roofs;https://content.minetest.net/packages/Sokomine/moresnow/;https://forum.minetest.net/viewtopic.php?t=9811;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;colorcubes;http://repo.or.cz/minetest_colorcubes.git;;;;;;[Color Cubes] This mod contains several colorful abstract blocks for decoration.;https://content.minetest.net/packages/Wuzzy/colorcubes/;https://forum.minetest.net/viewtopic.php?t=9486;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;handholds;https://github.com/Ezhh/handholds;default ;;;;;[Handholds] Adds a climbing pick which creates handholds in stone, desert stone, sandstones and ice nodes.;https://content.minetest.net/packages/Shara/handholds/;https://forum.minetest.net/viewtopic.php?t=17069;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;schemedit;http://repo.or.cz/minetest_schemedit.git;;;;;;[Schematic Editor] Advanced tool for modders and advanced users to create and edit schematics.;https://content.minetest.net/packages/Wuzzy/schemedit/;https://forum.minetest.net/viewtopic.php?t=18515;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;spears;https://gitlab.com/echoes91/spears;default ;;;;;[Spears] Adds spears, versatile weapons that can be thrown.;https://content.minetest.net/packages/Echoes91/spears/;https://forum.minetest.net/viewtopic.php?t=13367;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;xconnected;https://github.com/Sokomine/xconnected;default ;;;;;[XConnected] connected nodes like xpanes, xfences, walls;https://content.minetest.net/packages/Sokomine/xconnected/;https://forum.minetest.net/viewtopic.php?t=12882;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;pontoons;https://github.com/minetest-mods/pontoons;;;;;;"[Pontoons] A ""floating"" block that can be placed at the surface of a body of water without needing to build pilings first.";https://content.minetest.net/packages/FaceDeer/pontoons/;https://forum.minetest.net/viewtopic.php?t=16652;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;inventory_plus;https://notabug.org/TenPlus1/inventory_plus;default ;;;;;[Inventory Plus] Simple Inventory replacement;https://content.minetest.net/packages/TenPlus1/inventory_plus/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;luscious;https://github.com/sofar/luscious;default ;;;;;[Luscious] Bring color into the mgv7 mapgen world.;https://content.minetest.net/packages/sofar/luscious/;https://forum.minetest.net/viewtopic.php?t=18862;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;skillsframework;https://github.com/DomtronVox/minetest-SkillsFramework;;;;;;[SkillsFramework] SkillsFramework provides an API for creating and managing skills.;https://content.minetest.net/packages/domtron vox/skillsframework/;https://forum.minetest.net/viewtopic.php?t=11406;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;returnmirror;http://repo.or.cz/minetest_returnmirror.git;;;;;;[Mirror of Returning] Adds a magical item which teleports the user to a previously set location.;https://content.minetest.net/packages/Wuzzy/returnmirror/;https://forum.minetest.net/viewtopic.php?t=11224;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;warps;https://github.com/minetest-mods/warps;;;;;;[Warps] Warp locations and warp stones (portal stones);https://content.minetest.net/packages/sofar/warps/;https://forum.minetest.net/viewtopic.php?t=12005;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;modlib;https://github.com/appgurueu/modlib;;;;;;[Modding Library] Multipurpose Minetest Modding Library;https://content.minetest.net/packages/LMD/modlib/;https://forum.minetest.net/viewtopic.php?t=22345;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;castle_masonry;https://github.com/minetest-mods/castle_masonry;default ;;;;;[Castle Masonry] This is a mod all about creating castles and castle dungeons.;https://content.minetest.net/packages/FaceDeer/castle_masonry/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;ropes;https://github.com/minetest-mods/ropes;default ;;;;;[Ropes] Adds rope boxes of various lengths and also rope ladders.;https://content.minetest.net/packages/FaceDeer/ropes/;https://forum.minetest.net/viewtopic.php?t=16559;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;diet;https://github.com/rubenwardy/diet;;;;;;[Diet] Adds a mechanic to encourage food variety.;https://content.minetest.net/packages/rubenwardy/diet/;https://forum.minetest.net/viewtopic.php?t=9051;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;tpr;https://github.com/ChaosWormz/teleport-request;;;;;;[Teleport Request] Allows players to send a request to other players to teleport to them, and do much more.;https://content.minetest.net/packages/Traxie21/tpr/;https://forum.minetest.net/viewtopic.php?t=4457;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;saturn_moon;;default ;;;;;[Generic moon of Saturn] Replaces the default earthlike setting with a generic moon of Saturn.;https://content.minetest.net/packages/Red_King_Cyclops/saturn_moon/;https://forum.minetest.net/viewtopic.php?t=22752;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;flamethrower;;;;;;;[Flamethrower] Adds a flamethrower using particles. It makes things burn and scorches grass, does not cause damage to any object.;https://content.minetest.net/packages/Jeija/flamethrower/;https://forum.minetest.net/viewtopic.php?t=5239;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;ts_workshop;https://github.com/minetest-mods/ts_workshop;;;;;;[ts_workshop] API for workshops;https://content.minetest.net/packages/Thomas-S/ts_workshop/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;stoneworks;https://github.com/TumeniNodes/stoneworks;default ;;;;;[Stoneworks] Stoneworks simply adds some fun, and cool building options to Minetest.;https://content.minetest.net/packages/TumeniNodes/stoneworks/;https://forum.minetest.net/viewtopic.php?t=14926;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mapfix;https://github.com/minetest-mods/mapfix;;;;;;[Map Fixer] Fix some map errors (flow and light problems);https://content.minetest.net/packages/Gael de Sailly/mapfix/;https://forum.minetest.net/viewtopic.php?t=10662;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;dreambuilder_hotbar;https://gitlab.com/VanessaE/dreambuilder_hotbar.git;default ;ui tool;;;x;[Dreambuilder hotbar expander] Expands the hotbar to up to 32 slots;https://content.minetest.net/packages/VanessaE/dreambuilder_hotbar/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;led_marquee;https://gitlab.com/VanessaE/led_marquee;default digilines mesecons_luacontroller mesecons_microcontroller mesecons_lamp ;;;;;[LED Marquee] Provides a simple LED marquee that accepts single characters, strings, or whole screen-fulls of text, via Digilines.;https://content.minetest.net/packages/VanessaE/led_marquee/;https://forum.minetest.net/viewtopic.php?t=20651;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;base_modpack;https://github.com/karlexceed/base_modpack;doors flowers vessels stairs dye default ;;;;;[Base Modpack] This combines several other mods that I consider a basic minimum starting point for worlds.;https://content.minetest.net/packages/karlexceed/base_modpack/;;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;nixie_tubes;https://gitlab.com/VanessaE/nixie_tubes;default digilines ;;;;;[Nixie Tubes] Provides a set of classic numeric Nixie tubes, alphanumeric tubes similar to Burroughs B-7971, and Dekatron tubes, all controlled by Digilines.;https://content.minetest.net/packages/VanessaE/nixie_tubes/;https://forum.minetest.net/viewtopic.php?t=12537;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;admin_toys;https://github.com/wilkgr76/admin_toys;default ;;;;;[Admin Toys] Tools for admins to have fun with cheating and otherwise rule-breaking players;https://content.minetest.net/packages/wilkgr76/admin_toys/;https://forum.minetest.net/viewtopic.php?t=13965;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;locked_travelnet;https://github.com/Sokomine/locked_travelnet;locks travelnet ;;;;;[Locked Travelnet] Protect travelnet stations with locks and/or passwords;https://content.minetest.net/packages/Sokomine/locked_travelnet/;https://forum.minetest.net/viewtopic.php?t=8026;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mt2d;https://github.com/AiTechEye/mt2d;default ;;;;;[Minetest 2D] Transforms the minetest world into 2d dimension;https://content.minetest.net/packages/AiTechEye/mt2d/;https://forum.minetest.net/viewtopic.php?t=20994;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;pooper;https://github.com/CloudyProton/pooper;default ;;;;;[Pooper] Adds poop, feces piles with area denial effect and defecation.;https://content.minetest.net/packages/AccidentallyRhine/pooper/;https://forum.minetest.net/viewtopic.php?t=14620;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;tpad;https://github.com/entuland/tpad;;;;;;[Teleporter Pads] A simple but powerful pad to create teleporting networks;https://content.minetest.net/packages/entuland/tpad/;https://forum.minetest.net/viewtopic.php?t=20081;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;beacons;https://notabug.org/SpaghettiToastBook/beacons;;;;;;[Beacons] Adds craftable beacons in several different colors.;https://content.minetest.net/packages/SpaghettiToastBook/beacons/;https://forum.minetest.net/viewtopic.php?t=21977;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;goblins;https://github.com/FreeLikeGNU/goblins;default mobs ;;;;;[Goblins] (Destructive!) Goblin NPCs burrow underground, build lairs, set traps and cultivate foodstuffs.  They like to steal torches! This is a Work In Progress, but quite playable!;https://content.minetest.net/packages/FreeLikeGNU/goblins/;https://forum.minetest.net/viewtopic.php?t=13004;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;smart_inventory;https://github.com/minetest-mods/smart_inventory;;;;;;[Smart Inventory] A fast player inventory with focus on a many number of items and big screens;https://content.minetest.net/packages/bell07/smart_inventory/;https://forum.minetest.net/viewtopic.php?t=16597;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;realchess;https://github.com/minetest-mods/realchess;dye default stairs ;;;;;[Real Chess] Play a life-like chess game (formspec-based).;https://content.minetest.net/packages/jp/realchess/;https://forum.minetest.net/viewtopic.php?t=13483;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;origin;http://repo.or.cz/minetest_origin.git;;;;;;[The Origin] Adds a single starter block below the first spawn position in singlenode, called �The Origin�;https://content.minetest.net/packages/Wuzzy/origin/;https://forum.minetest.net/viewtopic.php?t=11156;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;gauges;https://github.com/minetest-mods/gauges;;;;;;[Gauges] Adds health and breath gauges above players.;https://content.minetest.net/packages/Calinou/gauges/;https://forum.minetest.net/viewtopic.php?t=10250;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
